divid,exp.max.premath.std,max.premath.std,scaled.premath,exp.max.postmath.std,max.postmath.std,scaled.postmath,rank,male,numstud,bot20,bal,mumbai,year,city,classyearid
467,0.20489353053293644,0,13,0.1425388263957793,0,12,35.5,0,74,0,1,1,1,Mumbai,467
467,0.9405346126914554,0,21,0.5131917069715144,0,18.5,55.5,0,74,0,1,1,1,Mumbai,467
467,1.7868372022506107,1,26,1.700258638895511,3,25.5,66,0,74,0,1,1,1,Mumbai,467
467,1.585251635381727,1,25,1.8223176744571294,2,26,71.5,0,74,0,1,1,1,Mumbai,467
467,0.20489353053293644,0,13,0.44923263984203243,1,17.5,48,0,74,0,1,1,1,Mumbai,467
467,2.483141650112896,3,29,0.9675100902233738,0,22,74,0,74,0,1,1,1,Mumbai,467
467,0.030824812581009192,0,8,0.06535227767432476,0,10,44,0,74,0,1,1,1,Mumbai,467
467,1.7868372022506107,1,26,1.8223176744571294,0,26,68,1,74,0,1,1,1,Mumbai,467
467,-0.008813469642445509,0,5,0.04007208785849348,0,9,11.5,1,74,1,1,1,1,Mumbai,467
467,0.5086152688934107,0,17,0.1891201858982725,0,13,44,1,74,0,1,1,1,Mumbai,467
467,0.9405346126914554,1,21,0.4193332461017826,0,17,65,1,74,0,1,1,1,Mumbai,467
467,-0.008813469642445509,0,5,-0.0038836233964562295,0,6,17,1,74,1,1,1,1,Mumbai,467
467,1.2289989973150477,1,23,0.4193332461017826,0,17,60,1,74,0,1,1,1,Mumbai,467
467,0.418347963605005,1,16,0.24114281878816873,0,14,50,1,74,0,1,1,1,Mumbai,467
467,-0.00980764169644881,0,3,-0.012526025791768688,0,4,2,1,74,1,1,1,1,Mumbai,467
467,0.8150595147623292,1,20,0.5597919577059098,1,19,53.5,1,74,0,1,1,1,Mumbai,467
467,1.585251635381727,1,25,1.8223176744571294,1,26,68,1,74,0,1,1,1,Mumbai,467
467,1.0772053909865469,1,22,0.4193332461017826,0,17,57,1,74,0,1,1,1,Mumbai,467
467,0.3351562345493845,1,15,1.3603345316200715,1,24,28,0,74,0,1,1,1,Mumbai,467
467,0.9405346126914554,0,21,0.9675100902233738,0,22,63,1,74,0,1,1,1,Mumbai,467
467,0.26393225504038725,0,14,0.10086891016810756,0,11,40,1,74,0,1,1,1,Mumbai,467
468,0.030824812581009192,0,8,0.6646089610311775,1,20,19,1,48,1,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,0.29649848760733805,1,15,19,1,48,1,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,0.12130513448472816,1,11.5,14.5,1,48,1,0,1,1,Mumbai,468
468,0.009325595471175823,0,1,1.8223176744571294,1,26,2,1,48,1,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,0.3874820439397272,0,16.5,3,1,48,1,0,1,1,Mumbai,468
468,1.0772053909865469,1,22,2.080770028835306,2,27,44.5,1,48,0,0,1,1,Mumbai,468
468,0.06313087004514475,0,9.5,0.012381858515146586,0,7.5,8,1,48,1,0,1,1,Mumbai,468
468,0.009325595471175823,0,1,0.24114281878816873,1,14,1,1,48,1,0,1,1,Mumbai,468
468,1.3990753662879902,2,24,2.9706990606882417,3,30,46,1,48,0,0,1,1,Mumbai,468
468,0.06313087004514475,0,9.5,0.6093692748645867,1,19.5,28,1,48,0,0,1,1,Mumbai,468
468,0.012428533706486364,0,7,0.9675100902233738,2,22,10,1,48,1,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,0.1425388263957793,1,12,25,0,48,0,0,1,1,Mumbai,468
468,0.418347963605005,0,16,0.06535227767432476,0,10,44.5,0,48,0,0,1,1,Mumbai,468
468,-0.00980764169644881,0,3,0.10086891016810756,0,11,14.5,0,48,1,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,0.1891201858982725,0,13,38.5,1,48,0,0,1,1,Mumbai,468
468,-9.080702872152121e-4,0,6,-0.010379981369818462,0,5,35,1,48,0,0,1,1,Mumbai,468
468,-0.00980764169644881,0,3,0.005731381568919353,0,7,31,1,48,0,0,1,1,Mumbai,468
468,0.07685145957630846,0,10,0.5597919577059098,1,19,38.5,1,48,0,0,1,1,Mumbai,468
468,0.05123344940392207,0,9,0.35727178942193777,1,16,31,1,48,0,0,1,1,Mumbai,468
468,-0.00980764169644881,0,3,0.24114281878816873,1,14,10,1,48,1,0,1,1,Mumbai,468
468,-0.00980764169644881,0,3,-0.007540689083164031,0,5.5,22,1,48,0,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,1.582850216423377,2,25,31,1,48,0,0,1,1,Mumbai,468
468,-0.0028251760575650157,0,2,0.12130513448472816,0,11.5,7,1,48,1,0,1,1,Mumbai,468
468,-9.080702872152121e-4,0,6,0.24114281878816873,0,14,36.5,1,48,0,0,1,1,Mumbai,468
468,-9.080702872152121e-4,0,6,0.35727178942193777,1,16,43,1,48,0,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,0.02072267688210639,0,8,27,1,48,0,0,1,1,Mumbai,468
468,-0.011730569483715973,0,4,0.35727178942193777,0,16,34,1,48,0,0,1,1,Mumbai,468
468,-0.011730569483715973,0,4,0.02137945219146313,0,0,22,1,48,0,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,0.04007208785849348,0,9,25,1,48,0,0,1,1,Mumbai,468
468,-0.00980764169644881,0,3,2.3579816950605945,3,28,40,1,48,0,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,-0.010210979252664683,0,3,14.5,0,48,1,0,1,1,Mumbai,468
468,0.11184544751874947,0,11,0.35727178942193777,0,16,31,0,48,0,0,1,1,Mumbai,468
468,0.05123344940392207,1,9,1.154421990579205,1,23,36.5,0,48,0,0,1,1,Mumbai,468
468,0.06313087004514475,0,9.5,-0.010379981369818462,0,5,17,0,48,1,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,-0.012526025791768688,0,4,19,0,48,1,0,1,1,Mumbai,468
468,0.20489353053293644,0,13,0.1891201858982725,0,13,42,0,48,0,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,-0.010210979252664683,0,3,5,0,48,1,0,1,1,Mumbai,468
468,0.030824812581009192,0,8,-0.010379981369818462,0,5,10,0,48,1,0,1,1,Mumbai,468
468,0.05123344940392207,0,9,0.35727178942193777,0,16,31,0,48,0,0,1,1,Mumbai,468
468,1.0772053909865469,0,22,1.3603345316200715,1,24,47,0,48,0,0,1,1,Mumbai,468
468,1.3990753662879902,0,24,2.080770028835306,2,27,48,0,48,0,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,-0.003760729103452741,0,2,5,0,48,1,0,1,1,Mumbai,468
468,-0.008813469642445509,0,5,-0.010379981369818462,0,5,5,0,48,1,0,1,1,Mumbai,468
468,0.15516123651265945,0,12,-0.010210979252664683,0,3,25,0,48,0,0,1,1,Mumbai,468
468,0.15516123651265945,0,12,-0.0038836233964562295,0,6,41,0,48,0,0,1,1,Mumbai,468
469,0.7566747959444191,1,19.5,0.35727178942193777,0,16,63,0,102,0,0,1,1,Mumbai,469
469,1.3117940946379034,0,23.5,2.9706990606882417,3,30,96.5,0,102,0,0,1,1,Mumbai,469
469,1.7868372022506107,1,26,1.582850216423377,3,25,77.5,0,102,0,0,1,1,Mumbai,469
469,0.418347963605005,0,16,1.582850216423377,2,25,77.5,0,102,0,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,1.8223176744571294,3,26,92,0,102,0,0,1,1,Mumbai,469
469,0.11184544751874947,0,11,0.10086891016810756,0,11,69.5,0,102,0,0,1,1,Mumbai,469
469,0.3351562345493845,0,15,0.35727178942193777,0,16,75,0,102,0,0,1,1,Mumbai,469
469,0.7022094137270131,0,19,1.3603345316200715,1,24,60.5,0,102,0,0,1,1,Mumbai,469
469,0.26393225504038725,1,14,0.6646089610311775,0,20,60.5,0,102,0,0,1,1,Mumbai,469
469,2.483141650112896,3,29,2.080770028835306,1,27,94.5,0,102,0,0,1,1,Mumbai,469
469,0.6020514626999097,0,18,0.4193332461017826,0,17,52,0,102,0,0,1,1,Mumbai,469
469,0.26393225504038725,0,14,0.1425388263957793,0,12,54,0,102,0,0,1,1,Mumbai,469
469,0.9405346126914554,1,21,0.35727178942193777,0,16,83.5,0,102,0,0,1,1,Mumbai,469
469,1.585251635381727,2,25,1.582850216423377,2,25,96.5,0,102,0,0,1,1,Mumbai,469
469,0.3351562345493845,0,15,0.24114281878816873,0,14,69.5,0,102,0,0,1,1,Mumbai,469
469,1.3990753662879902,1,24,1.8223176744571294,3,26,89,0,102,0,0,1,1,Mumbai,469
469,0.5086152688934107,1,17,0.21465567572322397,0,13.5,56.5,0,102,0,0,1,1,Mumbai,469
469,2.2358730135557203,2,28,2.3579816950605945,3,28,94.5,1,102,0,0,1,1,Mumbai,469
469,1.3990753662879902,2,24,1.582850216423377,3,25,72,1,102,0,0,1,1,Mumbai,469
469,0.20489353053293644,1,13,0.10086891016810756,0,11,43.5,1,102,0,0,1,1,Mumbai,469
469,0.005053649559544704,0,6.5,0.10086891016810756,1,11,23,1,102,0,0,1,1,Mumbai,469
469,0.7022094137270131,1,19,0.24114281878816873,0,14,85.5,1,102,0,0,1,1,Mumbai,469
469,0.29784463043330484,0,14.5,0.06535227767432476,0,10,63,1,102,0,0,1,1,Mumbai,469
469,1.7868372022506107,2,26,1.582850216423377,2,25,99,1,102,0,0,1,1,Mumbai,469
469,0.7022094137270131,0,19,0.1425388263957793,0,12,65.5,1,102,0,0,1,1,Mumbai,469
469,0.11184544751874947,0,11,0.29649848760733805,1,15,32,1,102,0,0,1,1,Mumbai,469
469,1.3990753662879902,2,24,0.8028367548789205,0,21,79,1,102,0,0,1,1,Mumbai,469
469,1.3990753662879902,2,24,0.5597919577059098,0,19,82,1,102,0,0,1,1,Mumbai,469
469,-0.011730569483715973,0,4,0.35727178942193777,0,16,19.5,1,102,1,0,1,1,Mumbai,469
469,0.15516123651265945,0,12,0.5597919577059098,0,19,38.5,1,102,0,0,1,1,Mumbai,469
469,0.05123344940392207,0,9,0.24114281878816873,1,14,26,1,102,0,0,1,1,Mumbai,469
469,-0.008813469642445509,0,5,0.005731381568919353,0,7,17,1,102,1,0,1,1,Mumbai,469
469,0.26393225504038725,0,14,0.8028367548789205,1,21,46,0,102,0,0,1,1,Mumbai,469
469,1.3990753662879902,1,24,2.9706990606882417,3,30,75,1,102,0,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,0.9675100902233738,0,22,92,1,102,0,0,1,1,Mumbai,469
469,-0.0028251760575650157,0,2,-0.003760729103452741,0,2,21.5,0,102,0,0,1,1,Mumbai,469
469,0.20489353053293644,0,13,0.06535227767432476,0,10,41.5,0,102,0,0,1,1,Mumbai,469
469,0.5086152688934107,1,17,0.9675100902233738,0,22,43.5,0,102,0,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,1.8223176744571294,2,26,89,0,102,0,0,1,1,Mumbai,469
469,2.2358730135557203,3,28,2.9706990606882417,3,30,89,0,102,0,0,1,1,Mumbai,469
469,2.7454563686871194,3,30,2.3579816950605945,3,28,101,0,102,0,0,1,1,Mumbai,469
469,-0.00980764169644881,0,3,0.02137945219146313,0,0,2,0,102,1,0,1,1,Mumbai,469
469,2.612423924394097,3,29.5,1.8223176744571294,2,26,102,0,102,0,0,1,1,Mumbai,469
469,0.9405346126914554,1,21,0.5597919577059098,0,19,58,0,102,0,0,1,1,Mumbai,469
469,0.6020514626999097,0,18,0.4763052851533662,1,18,45,0,102,0,0,1,1,Mumbai,469
469,0.012428533706486364,0,7,0.1425388263957793,0,12,11,0,102,1,0,1,1,Mumbai,469
469,0.030824812581009192,0,8,-0.0038836233964562295,0,6,28,0,102,0,0,1,1,Mumbai,469
469,-0.00980764169644881,0,3,0.030072060481714475,0,8.5,15,0,102,1,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,0.9675100902233738,0,22,85.5,0,102,0,0,1,1,Mumbai,469
469,0.9405346126914554,1,21,0.35727178942193777,0,16,80,0,102,0,0,1,1,Mumbai,469
469,1.585251635381727,3,25,2.3579816950605945,3,28,75,0,102,0,0,1,1,Mumbai,469
469,0.418347963605005,0,16,0.29649848760733805,0,15,50.5,0,102,0,0,1,1,Mumbai,469
469,0.6020514626999097,0,18,0.4763052851533662,0,18,65.5,0,102,0,0,1,1,Mumbai,469
469,0.9405346126914554,0,21,2.9706990606882417,3,30,67.5,1,102,0,0,1,1,Mumbai,469
469,0.05123344940392207,0,9,0.4763052851533662,0,18,32,1,102,0,0,1,1,Mumbai,469
469,0.7022094137270131,1,19,1.8223176744571294,3,26,54,1,102,0,0,1,1,Mumbai,469
469,0.8150595147623292,0,20,2.080770028835306,3,27,72,1,102,0,0,1,1,Mumbai,469
469,0.8150595147623292,0,20,1.8223176744571294,1,26,87,1,102,0,0,1,1,Mumbai,469
469,-0.011730569483715973,0,4,2.3579816950605945,2,28,11,1,102,1,0,1,1,Mumbai,469
469,0.26393225504038725,1,14,0.4193332461017826,1,17,36,1,102,0,0,1,1,Mumbai,469
469,0.07685145957630846,0,10,0.1425388263957793,0,12,41.5,1,102,0,0,1,1,Mumbai,469
469,0.021271945294173707,0,7.5,-0.010379981369818462,0,5,24,1,102,0,0,1,1,Mumbai,469
469,0.07685145957630846,0,10,1.3603345316200715,0,24,37,1,102,0,0,1,1,Mumbai,469
469,-0.00980764169644881,0,3,0.4763052851533662,0,18,9,1,102,1,0,1,1,Mumbai,469
469,2.003741262955117,3,27,2.9706990606882417,3,30,98,1,102,0,0,1,1,Mumbai,469
469,0.8766430504103621,1,20.5,1.582850216423377,3,25,72,1,102,0,0,1,1,Mumbai,469
469,0.026753440928014096,0,0,-0.007473907838001318,0,2.5,1,0,102,1,0,1,1,Mumbai,469
469,-0.0028251760575650157,0,2,-0.012526025791768688,0,4,7.5,0,102,1,0,1,1,Mumbai,469
469,0.0025973734681832474,0,1.5,9.258644428505726e-4,0,1.5,3,0,102,1,0,1,1,Mumbai,469
469,0.418347963605005,1,16,0.5597919577059098,1,19,50.5,0,102,0,0,1,1,Mumbai,469
469,0.030824812581009192,0,8,0.05155480994513352,0,9.5,29.5,0,102,0,0,1,1,Mumbai,469
469,0.07685145957630846,0,10,0.35727178942193777,0,16,26,0,102,0,0,1,1,Mumbai,469
469,-9.080702872152121e-4,0,6,0.006641204624826037,0,1,13,0,102,1,0,1,1,Mumbai,469
469,-0.0028251760575650157,0,2,-0.012526025791768688,0,4,4.5,0,102,1,0,1,1,Mumbai,469
469,0.26393225504038725,0,14,1.582850216423377,3,25,48.5,0,102,0,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,0.4193332461017826,0,17,81,0,102,0,0,1,1,Mumbai,469
469,0.26393225504038725,0,14,0.4763052851533662,0,18,48.5,0,102,0,0,1,1,Mumbai,469
469,-0.011730569483715973,0,4,-0.003760729103452741,0,2,4.5,0,102,1,0,1,1,Mumbai,469
469,0.030824812581009192,0,8,-0.0038836233964562295,0,6,38.5,0,102,0,0,1,1,Mumbai,469
469,0.012428533706486364,0,7,0.8028367548789205,1,21,19.5,0,102,1,0,1,1,Mumbai,469
469,0.030824812581009192,0,8,0.1425388263957793,0,12,40,0,102,0,0,1,1,Mumbai,469
469,-9.080702872152121e-4,0,6,0.10086891016810756,0,11,18,0,102,1,0,1,1,Mumbai,469
469,0.05123344940392207,0,9,-0.012526025791768688,0,4,21.5,0,102,0,0,1,1,Mumbai,469
469,-0.008813469642445509,0,5,-0.003760729103452741,0,2,11,0,102,1,0,1,1,Mumbai,469
469,0.05123344940392207,0,9,0.6093692748645867,1,19.5,34,0,102,0,0,1,1,Mumbai,469
469,0.07685145957630846,0,10,1.3603345316200715,0,24,32,0,102,0,0,1,1,Mumbai,469
469,0.6020514626999097,1,18,0.8028367548789205,0,21,54,0,102,0,0,1,1,Mumbai,469
469,1.2289989973150477,1,23,0.5597919577059098,0,19,83.5,0,102,0,0,1,1,Mumbai,469
469,0.030824812581009192,0,8,0.24114281878816873,0,14,29.5,0,102,0,0,1,1,Mumbai,469
469,0.7022094137270131,1,19,1.3603345316200715,1,24,63,0,102,0,0,1,1,Mumbai,469
469,-0.0028251760575650157,0,2,-0.012526025791768688,0,4,6,1,102,1,0,1,1,Mumbai,469
469,2.003741262955117,1,27,2.9706990606882417,3,30,100,1,102,0,0,1,1,Mumbai,469
469,1.0772053909865469,1,22,2.9706990606882417,3,30,67.5,1,102,0,0,1,1,Mumbai,469
469,-0.011730569483715973,0,4,-0.003760729103452741,0,2,16,1,102,1,0,1,1,Mumbai,469
469,-0.00695564911084902,0,2.5,-0.007473907838001318,0,2.5,7.5,1,102,1,0,1,1,Mumbai,469
469,0.5086152688934107,0,17,0.1891201858982725,0,13,59,1,102,0,0,1,1,Mumbai,469
469,0.26393225504038725,1,14,0.35727178942193777,0,16,26,1,102,0,0,1,1,Mumbai,469
470,0.012428533706486364,0,7,-0.010210979252664683,0,3,40,1,150,0,1,1,1,Mumbai,470
470,0.20489353053293644,0,13,0.6646089610311775,0,20,86.5,1,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.02072267688210639,0,8,40,1,150,0,1,1,1,Mumbai,470
470,0.05123344940392207,0,9,0.3874820439397272,0,16.5,86.5,1,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,2,15,0.10086891016810756,0,11,99.5,1,150,0,1,1,1,Mumbai,470
470,0.20489353053293644,0,13,0.35727178942193777,2,16,86.5,1,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.10086891016810756,0,11,33,1,150,0,1,1,1,Mumbai,470
470,0.5086152688934107,1,17,0.4193332461017826,1,17,105,1,150,0,1,1,1,Mumbai,470
470,0.20489353053293644,0,13,0.4193332461017826,1,17,77,1,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,0,15,0.35727178942193777,0,16,125.5,1,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.9675100902233738,0,22,59,1,150,0,1,1,1,Mumbai,470
470,1.0772053909865469,1,22,0.9675100902233738,0,22,129.5,1,150,0,1,1,1,Mumbai,470
470,0.26393225504038725,1,14,0.02072267688210639,0,8,86.5,1,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.3874820439397272,0,16.5,86.5,1,150,0,1,1,1,Mumbai,470
470,1.3990753662879902,2,24,1.4699252360866948,1,24.5,147.5,1,150,0,1,1,1,Mumbai,470
470,0.20489353053293644,0,13,0.2683321947565478,0,14.5,77,1,150,0,1,1,1,Mumbai,470
470,0.26393225504038725,0,14,0.4763052851533662,0,18,120.5,1,150,0,1,1,1,Mumbai,470
470,1.0772053909865469,1,22,1.8223176744571294,2,26,147.5,1,150,0,1,1,1,Mumbai,470
470,0.7022094137270131,2,19,1.154421990579205,2,23,142.5,1,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,1,10,0.5597919577059098,1,19,108,1,150,0,1,1,1,Mumbai,470
470,0.9405346126914554,2,21,0.6093692748645867,1,19.5,144,1,150,0,1,1,1,Mumbai,470
470,0.8150595147623292,2,20,0.030072060481714475,0,8.5,140,1,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,0,11,0.06535227767432476,0,10,93.5,1,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,0.1425388263957793,0,12,26,1,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,1,15,0.4193332461017826,0,17,99.5,1,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,1,11,1.8223176744571294,1,26,50.5,1,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.29649848760733805,0,15,26,1,150,0,1,1,1,Mumbai,470
470,0.030824812581009192,0,8,4.249772096449932e-4,0,6.5,55,1,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,-0.0038836233964562295,0,6,46.5,1,150,0,1,1,1,Mumbai,470
470,0.040638372100067766,0,8.5,0.7281963187893146,0,20.5,68,1,150,0,1,1,1,Mumbai,470
470,0.05123344940392207,0,9,0.29649848760733805,0,15,96,1,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.1891201858982725,1,13,77,0,150,0,1,1,1,Mumbai,470
470,-9.080702872152121e-4,0,6,4.249772096449932e-4,0,6.5,63,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.24114281878816873,0,14,105,0,150,0,1,1,1,Mumbai,470
470,-9.080702872152121e-4,0,6,0.2683321947565478,1,14.5,63,0,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,0,15,0.29649848760733805,0,15,138.5,0,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,-0.010379981369818462,0,5,77,0,150,0,1,1,1,Mumbai,470
470,0.8150595147623292,0,20,1.582850216423377,2,25,145.5,0,150,0,1,1,1,Mumbai,470
470,0.05123344940392207,0,9,0.12130513448472816,1,11.5,70,0,150,0,1,1,1,Mumbai,470
470,-0.00980764169644881,0,3,0.8830872055735696,1,21.5,21.5,0,150,0,1,1,1,Mumbai,470
470,-0.011394749819144448,0,3.5,-0.012526025791768688,0,4,28,0,150,0,1,1,1,Mumbai,470
470,0.13288189922870902,0,11.5,0.4763052851533662,1,18,128,0,150,0,1,1,1,Mumbai,470
470,0.021271945294173707,1,7.5,0.1891201858982725,0,13,48,0,150,0,1,1,1,Mumbai,470
470,0.26393225504038725,0,14,1.2544579834319851,1,23.5,114,0,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.35727178942193777,1,16,108,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.02072267688210639,0,8,70,0,150,0,1,1,1,Mumbai,470
470,-9.080702872152121e-4,0,6,0.1891201858982725,0,13,86.5,0,150,0,1,1,1,Mumbai,470
470,0.06313087004514475,0,9.5,0.4763052851533662,1,18,91,0,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.1425388263957793,1,12,86.5,0,150,0,1,1,1,Mumbai,470
470,0.021271945294173707,0,7.5,0.4193332461017826,1,17,72,0,150,0,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,-0.0038836233964562295,0,6,40,0,150,0,1,1,1,Mumbai,470
470,0.06313087004514475,0,9.5,-0.010379981369818462,0,5,60,0,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,1,11,0.44923263984203243,0,17.5,93.5,0,150,0,1,1,1,Mumbai,470
470,0.8150595147623292,0,20,0.35727178942193777,1,16,145.5,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.06535227767432476,0,10,50.5,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.005731381568919353,0,7,63,0,150,0,1,1,1,Mumbai,470
470,0.46292335308499694,0,16.5,0.8028367548789205,1,21,141,0,150,0,1,1,1,Mumbai,470
470,0.021271945294173707,0,7.5,0.030072060481714475,0,8.5,112,0,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,0,11,4.249772096449932e-4,0,6.5,77,0,150,0,1,1,1,Mumbai,470
470,0.15516123651265945,0,12,0.5597919577059098,1,19,118,0,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,0,15,0.8028367548789205,2,21,129.5,0,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,-0.010210979252664683,0,3,21.5,0,150,0,1,1,1,Mumbai,470
470,0.05123344940392207,0,9,0.04007208785849348,0,9,77,0,150,0,1,1,1,Mumbai,470
470,0.418347963605005,0,16,0.6093692748645867,0,19.5,125.5,0,150,0,1,1,1,Mumbai,470
470,0.3755414681832093,1,15.5,0.5131917069715144,1,18.5,131,0,150,0,1,1,1,Mumbai,470
470,-0.005511988974357304,0,5.5,0.1425388263957793,0,12,53,0,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,0.02072267688210639,0,8,21.5,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,-0.0038836233964562295,0,6,77,1,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,0.006641204624826037,0,1,33,1,150,0,1,1,1,Mumbai,470
470,0.7022094137270131,1,19,0.1425388263957793,0,12,99.5,1,150,0,1,1,1,Mumbai,470
470,2.003741262955117,2,27,1.3603345316200715,3,24,142.5,1,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,1,18,0.29649848760733805,0,15,105,1,150,0,1,1,1,Mumbai,470
470,0.6509170690116604,0,18.5,0.04007208785849348,0,9,82,1,150,0,1,1,1,Mumbai,470
470,1.585251635381727,1,25,1.8223176744571294,1,26,133.5,1,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,0,11,0.06535227767432476,0,10,57.5,1,150,0,1,1,1,Mumbai,470
470,-0.00980764169644881,0,3,-0.010379981369818462,0,5,40,1,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,0,11,0.06535227767432476,0,10,93.5,1,150,0,1,1,1,Mumbai,470
470,0.11184544751874947,0,11,0.1425388263957793,0,12,57.5,1,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,0,18,0.8028367548789205,0,21,66.5,1,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,1,18,0.35727178942193777,1,16,133.5,1,150,0,1,1,1,Mumbai,470
470,0.030824812581009192,0,8,0.10086891016810756,0,11,33,1,150,0,1,1,1,Mumbai,470
470,0.06313087004514475,1,9.5,0.06535227767432476,0,10,45,1,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,-0.012526025791768688,0,4,4.5,0,150,1,1,1,1,Mumbai,470
470,0.026753440928014096,0,0,0.02137945219146313,0,0,1.5,0,150,1,1,1,1,Mumbai,470
470,0.6020514626999097,2,18,0.5597919577059098,0,19,133.5,0,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,0.06535227767432476,0,10,16.5,0,150,1,1,1,1,Mumbai,470
470,0.418347963605005,1,16,0.4763052851533662,1,18,118,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,-0.010379981369818462,0,5,24,0,150,0,1,1,1,Mumbai,470
470,-9.080702872152121e-4,0,6,-0.012029312143982151,0,4.5,33,0,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,1,18,0.8028367548789205,0,21,110.5,0,150,0,1,1,1,Mumbai,470
470,-9.080702872152121e-4,0,6,0.030072060481714475,0,8.5,50.5,0,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,1,18,2.9706990606882417,3,30,108,0,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,1,15,0.4193332461017826,0,17,118,0,150,0,1,1,1,Mumbai,470
470,-0.00980764169644881,0,3,0.04007208785849348,0,9,12.5,0,150,1,1,1,1,Mumbai,470
470,0.07685145957630846,0,10,0.4763052851533662,1,18,66.5,0,150,0,1,1,1,Mumbai,470
470,0.030824812581009192,0,8,0.35727178942193777,1,16,40,0,150,0,1,1,1,Mumbai,470
470,0.26393225504038725,0,14,0.1891201858982725,0,13,120.5,0,150,0,1,1,1,Mumbai,470
470,-0.00695564911084902,0,2.5,-0.003760729103452741,0,2,15,0,150,1,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.05155480994513352,0,9.5,26,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.21465567572322397,0,13.5,18.5,0,150,1,1,1,1,Mumbai,470
470,0.20489353053293644,0,13,0.1891201858982725,0,13,77,0,150,0,1,1,1,Mumbai,470
470,0.15516123651265945,0,12,0.06535227767432476,0,10,70,0,150,0,1,1,1,Mumbai,470
470,0.3351562345493845,0,15,0.1425388263957793,0,12,114,0,150,0,1,1,1,Mumbai,470
470,0.6020514626999097,2,18,0.35727178942193777,1,16,125.5,0,150,0,1,1,1,Mumbai,470
470,0.012428533706486364,0,7,0.04007208785849348,0,9,77,0,150,0,1,1,1,Mumbai,470
470,-0.011730569483715973,0,4,0.06535227767432476,0,10,16.5,0,150,1,1,1,1,Mumbai,470
